"Click here if you are not redirected within 10 seconds...","Click here if you are not redirected within 10 seconds..."
"Payment confirmed by PayMaster","eCommerceConnect confirmed by eCommerceConnect"
"Payment was fail. Please try again later.","Payment was fail. Please try again later."
"You will be redirected to the eCommerceConnect website in a few seconds.","You will be redirected to the eCommerceConnect website in a few seconds."
